2025-11-13 22:49:55,178 [INFO] online_logger: 2025-11-13 22:49:55 | Window=0 | Trial=51 | tx_power_dbm=21.79 | obss_pd_dbm=-62.00 | ch_width=40
2025-11-14 00:24:22,407 [INFO] online_logger: 2025-11-14 00:24:22 | Window=6 | Trial=55 | tx_power_dbm=27.50 | obss_pd_dbm=-63.45 | ch_width=40
2025-11-14 00:24:35,855 [INFO] online_logger: 2025-11-14 17:56:17 | Window=6 | Trial=55 | Throughput_p50=188.923 | Retry_p95=0.110 | Client_flags=0.000
2025-11-14 00:25:29,761 [INFO] online_logger: 2025-11-14 00:25:29 | Window=6 | Trial=56 | tx_power_dbm=23.94 | obss_pd_dbm=-62.00 | ch_width=40
2025-11-14 00:25:43,349 [INFO] online_logger: 2025-11-14 18:09:47 | Window=6 | Trial=56 | Throughput_p50=188.963 | Retry_p95=0.110 | Client_flags=0.000
2025-11-14 00:26:24,015 [INFO] online_logger: 2025-11-14 00:26:24 | Window=6 | Trial=57 | tx_power_dbm=30.00 | obss_pd_dbm=-62.00 | ch_width=40
2025-11-14 00:26:37,568 [INFO] online_logger: 2025-11-14 18:20:38 | Window=6 | Trial=57 | Throughput_p50=189.170 | Retry_p95=0.109 | Client_flags=0.000
2025-11-14 00:27:32,256 [INFO] online_logger: 2025-11-14 00:27:32 | Window=6 | Trial=58 | tx_power_dbm=28.66 | obss_pd_dbm=-69.07 | ch_width=40
2025-11-14 00:27:46,294 [INFO] online_logger: 2025-11-14 18:34:22 | Window=6 | Trial=58 | Throughput_p50=188.381 | Retry_p95=0.111 | Client_flags=0.000
2025-11-14 00:28:40,765 [INFO] online_logger: 2025-11-14 00:28:40 | Window=6 | Trial=59 | tx_power_dbm=24.29 | obss_pd_dbm=-68.12 | ch_width=40
2025-11-14 00:28:54,225 [INFO] online_logger: 2025-11-14 18:47:57 | Window=6 | Trial=59 | Throughput_p50=188.246 | Retry_p95=88.213 | Client_flags=0.030
2025-11-14 00:29:49,452 [INFO] online_logger: 2025-11-14 00:29:49 | Window=6 | Trial=60 | tx_power_dbm=27.03 | obss_pd_dbm=-71.17 | ch_width=40
2025-11-14 00:30:03,534 [INFO] online_logger: 2025-11-14 19:01:49 | Window=6 | Trial=60 | Throughput_p50=188.183 | Retry_p95=1.842 | Client_flags=0.000
2025-11-14 00:30:58,121 [INFO] online_logger: 2025-11-14 00:30:58 | Window=6 | Trial=61 | tx_power_dbm=28.89 | obss_pd_dbm=-62.00 | ch_width=40
2025-11-14 00:31:12,119 [INFO] online_logger: 2025-11-14 19:15:32 | Window=6 | Trial=61 | Throughput_p50=189.136 | Retry_p95=0.109 | Client_flags=0.000
2025-11-14 00:32:06,694 [INFO] online_logger: 2025-11-14 00:32:06 | Window=6 | Trial=62 | tx_power_dbm=30.00 | obss_pd_dbm=-77.79 | ch_width=40
2025-11-14 00:32:20,608 [INFO] online_logger: 2025-11-14 19:29:14 | Window=6 | Trial=62 | Throughput_p50=130.579 | Retry_p95=0.111 | Client_flags=0.000
2025-11-14 00:33:15,840 [INFO] online_logger: 2025-11-14 00:33:15 | Window=6 | Trial=63 | tx_power_dbm=25.51 | obss_pd_dbm=-74.57 | ch_width=40
2025-11-14 00:33:30,129 [INFO] online_logger: 2025-11-14 19:43:08 | Window=6 | Trial=63 | Throughput_p50=186.289 | Retry_p95=81.405 | Client_flags=0.003
2025-11-14 00:35:19,558 [INFO] online_logger: 2025-11-14 00:35:19 | Window=7 | Trial=51 | tx_power_dbm=25.47 | obss_pd_dbm=-92.58 | ch_width=40
2025-11-14 00:35:33,669 [INFO] online_logger: 2025-11-14 20:07:51 | Window=7 | Trial=51 | Throughput_p50=108.081 | Retry_p95=94.845 | Client_flags=0.004
2025-11-14 00:36:14,166 [INFO] online_logger: 2025-11-14 00:36:14 | Window=7 | Trial=52 | tx_power_dbm=17.00 | obss_pd_dbm=-95.00 | ch_width=20
2025-11-14 00:36:28,127 [INFO] online_logger: 2025-11-14 20:18:44 | Window=7 | Trial=52 | Throughput_p50=24.955 | Retry_p95=99.900 | Client_flags=0.509
2025-11-14 00:37:23,841 [INFO] online_logger: 2025-11-14 00:37:23 | Window=7 | Trial=53 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=20
2025-11-14 00:37:38,211 [INFO] online_logger: 2025-11-14 20:32:45 | Window=7 | Trial=53 | Throughput_p50=94.080 | Retry_p95=0.111 | Client_flags=0.000
2025-11-14 00:38:18,939 [INFO] online_logger: 2025-11-14 00:38:18 | Window=7 | Trial=54 | tx_power_dbm=23.46 | obss_pd_dbm=-62.00 | ch_width=40
2025-11-14 00:38:32,916 [INFO] online_logger: 2025-11-14 20:43:42 | Window=7 | Trial=54 | Throughput_p50=188.901 | Retry_p95=0.110 | Client_flags=0.000
2025-11-14 00:39:14,417 [INFO] online_logger: 2025-11-14 00:39:14 | Window=7 | Trial=55 | tx_power_dbm=24.16 | obss_pd_dbm=-93.33 | ch_width=20
2025-11-14 00:39:29,066 [INFO] online_logger: 2025-11-14 20:54:56 | Window=7 | Trial=55 | Throughput_p50=50.873 | Retry_p95=98.976 | Client_flags=0.047
2025-11-14 00:40:23,895 [INFO] online_logger: 2025-11-14 00:40:23 | Window=7 | Trial=56 | tx_power_dbm=22.11 | obss_pd_dbm=-95.00 | ch_width=20
2025-11-14 00:40:37,645 [INFO] online_logger: 2025-11-14 21:08:39 | Window=7 | Trial=56 | Throughput_p50=43.427 | Retry_p95=99.900 | Client_flags=0.110
2025-11-14 00:41:32,715 [INFO] online_logger: 2025-11-14 00:41:32 | Window=7 | Trial=57 | tx_power_dbm=22.00 | obss_pd_dbm=-94.19 | ch_width=20
2025-11-14 00:41:46,898 [INFO] online_logger: 2025-11-14 21:22:30 | Window=7 | Trial=57 | Throughput_p50=43.147 | Retry_p95=99.900 | Client_flags=0.116
2025-11-14 00:42:41,952 [INFO] online_logger: 2025-11-14 00:42:41 | Window=7 | Trial=58 | tx_power_dbm=21.50 | obss_pd_dbm=-94.89 | ch_width=20
2025-11-14 00:42:55,700 [INFO] online_logger: 2025-11-14 21:36:15 | Window=7 | Trial=58 | Throughput_p50=41.284 | Retry_p95=99.900 | Client_flags=0.140
2025-11-14 00:43:50,833 [INFO] online_logger: 2025-11-14 00:43:50 | Window=7 | Trial=59 | tx_power_dbm=21.38 | obss_pd_dbm=-93.07 | ch_width=20
2025-11-14 00:44:04,781 [INFO] online_logger: 2025-11-14 21:50:04 | Window=7 | Trial=59 | Throughput_p50=40.971 | Retry_p95=99.900 | Client_flags=0.143
2025-11-14 00:44:59,628 [INFO] online_logger: 2025-11-14 00:44:59 | Window=7 | Trial=60 | tx_power_dbm=21.68 | obss_pd_dbm=-91.73 | ch_width=20
2025-11-14 00:45:13,755 [INFO] online_logger: 2025-11-14 22:03:52 | Window=7 | Trial=60 | Throughput_p50=42.099 | Retry_p95=99.900 | Client_flags=0.130
2025-11-14 00:46:08,860 [INFO] online_logger: 2025-11-14 00:46:08 | Window=7 | Trial=61 | tx_power_dbm=20.94 | obss_pd_dbm=-91.72 | ch_width=20
2025-11-14 00:46:22,956 [INFO] online_logger: 2025-11-14 22:17:42 | Window=7 | Trial=61 | Throughput_p50=39.366 | Retry_p95=99.900 | Client_flags=0.163
2025-11-14 00:47:17,943 [INFO] online_logger: 2025-11-14 00:47:17 | Window=7 | Trial=62 | tx_power_dbm=21.07 | obss_pd_dbm=-90.49 | ch_width=20
2025-11-14 00:47:31,962 [INFO] online_logger: 2025-11-14 22:31:30 | Window=7 | Trial=62 | Throughput_p50=39.686 | Retry_p95=99.900 | Client_flags=0.159
2025-11-14 00:48:27,160 [INFO] online_logger: 2025-11-14 00:48:27 | Window=7 | Trial=63 | tx_power_dbm=20.12 | obss_pd_dbm=-90.38 | ch_width=20
2025-11-14 00:48:41,163 [INFO] online_logger: 2025-11-14 22:45:21 | Window=7 | Trial=63 | Throughput_p50=36.447 | Retry_p95=99.900 | Client_flags=0.219
2025-11-14 00:50:24,649 [INFO] online_logger: 2025-11-14 00:50:24 | Window=0 | Trial=51 | tx_power_dbm=21.23 | obss_pd_dbm=-62.00 | ch_width=40
2025-11-14 00:50:38,871 [INFO] online_logger: 2025-11-14 23:08:53 | Window=0 | Trial=51 | Throughput_p50=188.509 | Retry_p95=0.110 | Client_flags=0.000
2025-11-14 00:51:21,874 [INFO] online_logger: 2025-11-14 00:51:21 | Window=0 | Trial=55 | tx_power_dbm=30.00 | obss_pd_dbm=-62.00 | ch_width=40
2025-11-14 00:51:35,729 [INFO] online_logger: 2025-11-14 23:20:16 | Window=0 | Trial=55 | Throughput_p50=189.145 | Retry_p95=0.109 | Client_flags=0.000
2025-11-14 00:52:31,215 [INFO] online_logger: 2025-11-14 00:52:31 | Window=0 | Trial=56 | tx_power_dbm=30.00 | obss_pd_dbm=-62.00 | ch_width=40
2025-11-14 00:52:45,162 [INFO] online_logger: 2025-11-14 23:34:09 | Window=0 | Trial=56 | Throughput_p50=189.148 | Retry_p95=0.109 | Client_flags=0.000
2025-11-14 00:53:39,864 [INFO] online_logger: 2025-11-14 00:53:39 | Window=0 | Trial=57 | tx_power_dbm=30.00 | obss_pd_dbm=-62.00 | ch_width=40
2025-11-14 00:53:53,844 [INFO] online_logger: 2025-11-14 23:47:53 | Window=0 | Trial=57 | Throughput_p50=189.158 | Retry_p95=0.109 | Client_flags=0.000
