2025-11-13 22:49:01,416 [INFO] offlline_simulations: 2025-11-13 22:49:24 | Window=0 | Trial=1 | tx_power_dbm=29.62 | obss_pd_dbm=-73.81 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:19:45,452 [INFO] offlline_simulations: 2025-11-14 04:58:12 | Window=2 | Trial=8 | tx_power_dbm=27.82 | obss_pd_dbm=-91.13 | ch_width=40 | Throughput_p50=84.875 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:19:45,827 [INFO] offlline_simulations: 2025-11-14 04:58:17 | Window=2 | Trial=9 | tx_power_dbm=17.94 | obss_pd_dbm=-65.40 | ch_width=40 | Throughput_p50=134.206 | Retry_p95=99.900 | Client_flags=0.160
2025-11-13 23:19:46,253 [INFO] offlline_simulations: 2025-11-14 04:58:22 | Window=2 | Trial=10 | tx_power_dbm=27.50 | obss_pd_dbm=-94.17 | ch_width=20 | Throughput_p50=116.883 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:19:47,766 [INFO] offlline_simulations: 2025-11-14 04:58:40 | Window=2 | Trial=11 | tx_power_dbm=25.80 | obss_pd_dbm=-91.57 | ch_width=40 | Throughput_p50=113.406 | Retry_p95=1.055 | Client_flags=0.040
2025-11-13 23:19:49,017 [INFO] offlline_simulations: 2025-11-14 04:58:55 | Window=2 | Trial=12 | tx_power_dbm=25.69 | obss_pd_dbm=-95.00 | ch_width=40 | Throughput_p50=79.660 | Retry_p95=1.458 | Client_flags=0.040
2025-11-13 23:19:50,317 [INFO] offlline_simulations: 2025-11-14 04:59:11 | Window=2 | Trial=13 | tx_power_dbm=25.55 | obss_pd_dbm=-89.19 | ch_width=40 | Throughput_p50=93.506 | Retry_p95=2.206 | Client_flags=0.040
2025-11-13 23:19:51,920 [INFO] offlline_simulations: 2025-11-14 04:59:30 | Window=2 | Trial=14 | tx_power_dbm=25.66 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=127.253 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:19:53,369 [INFO] offlline_simulations: 2025-11-14 04:59:47 | Window=2 | Trial=15 | tx_power_dbm=25.43 | obss_pd_dbm=-66.28 | ch_width=40 | Throughput_p50=160.999 | Retry_p95=2.438 | Client_flags=0.000
2025-11-13 23:19:54,798 [INFO] offlline_simulations: 2025-11-14 05:00:04 | Window=2 | Trial=16 | tx_power_dbm=25.23 | obss_pd_dbm=-68.81 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=4.302 | Client_flags=0.000
2025-11-13 23:19:56,535 [INFO] offlline_simulations: 2025-11-14 05:00:25 | Window=2 | Trial=17 | tx_power_dbm=25.07 | obss_pd_dbm=-70.66 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=6.480 | Client_flags=0.000
2025-11-13 23:19:58,203 [INFO] offlline_simulations: 2025-11-14 05:00:45 | Window=2 | Trial=18 | tx_power_dbm=25.97 | obss_pd_dbm=-70.23 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.478 | Client_flags=0.000
2025-11-13 23:19:59,474 [INFO] offlline_simulations: 2025-11-14 05:01:00 | Window=2 | Trial=19 | tx_power_dbm=25.06 | obss_pd_dbm=-69.98 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=6.700 | Client_flags=0.000
2025-11-13 23:20:00,321 [INFO] offlline_simulations: 2025-11-14 05:01:11 | Window=2 | Trial=20 | tx_power_dbm=25.44 | obss_pd_dbm=-69.83 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=2.411 | Client_flags=0.000
2025-11-13 23:20:01,342 [INFO] offlline_simulations: 2025-11-14 05:01:23 | Window=2 | Trial=21 | tx_power_dbm=25.73 | obss_pd_dbm=-63.49 | ch_width=20 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:20:02,271 [INFO] offlline_simulations: 2025-11-14 05:01:34 | Window=2 | Trial=22 | tx_power_dbm=25.46 | obss_pd_dbm=-68.52 | ch_width=20 | Throughput_p50=129.830 | Retry_p95=2.248 | Client_flags=0.000
2025-11-13 23:20:03,494 [INFO] offlline_simulations: 2025-11-14 05:01:49 | Window=2 | Trial=23 | tx_power_dbm=25.32 | obss_pd_dbm=-69.81 | ch_width=40 | Throughput_p50=129.830 | Retry_p95=3.317 | Client_flags=0.000
2025-11-13 23:20:05,823 [INFO] offlline_simulations: 2025-11-14 05:02:17 | Window=2 | Trial=24 | tx_power_dbm=25.99 | obss_pd_dbm=-71.39 | ch_width=40 | Throughput_p50=162.288 | Retry_p95=0.448 | Client_flags=0.000
2025-11-13 23:20:08,767 [INFO] offlline_simulations: 2025-11-14 05:02:52 | Window=2 | Trial=25 | tx_power_dbm=25.99 | obss_pd_dbm=-68.12 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.447 | Client_flags=0.000
2025-11-13 23:20:12,080 [INFO] offlline_simulations: 2025-11-14 05:03:32 | Window=2 | Trial=26 | tx_power_dbm=26.00 | obss_pd_dbm=-68.11 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.444 | Client_flags=0.000
2025-11-13 23:20:14,724 [INFO] offlline_simulations: 2025-11-14 05:04:03 | Window=2 | Trial=27 | tx_power_dbm=26.00 | obss_pd_dbm=-68.12 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.443 | Client_flags=0.000
2025-11-13 23:20:18,469 [INFO] offlline_simulations: 2025-11-14 05:04:48 | Window=2 | Trial=28 | tx_power_dbm=26.00 | obss_pd_dbm=-68.14 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.443 | Client_flags=0.000
2025-11-13 23:20:21,572 [INFO] offlline_simulations: 2025-11-14 05:05:26 | Window=2 | Trial=29 | tx_power_dbm=26.00 | obss_pd_dbm=-68.16 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.442 | Client_flags=0.000
2025-11-13 23:20:25,089 [INFO] offlline_simulations: 2025-11-14 05:06:08 | Window=2 | Trial=30 | tx_power_dbm=26.00 | obss_pd_dbm=-68.19 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.442 | Client_flags=0.000
2025-11-13 23:20:28,778 [INFO] offlline_simulations: 2025-11-14 05:06:52 | Window=2 | Trial=31 | tx_power_dbm=26.00 | obss_pd_dbm=-68.21 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-13 23:20:32,101 [INFO] offlline_simulations: 2025-11-14 05:07:32 | Window=2 | Trial=32 | tx_power_dbm=26.00 | obss_pd_dbm=-68.23 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-13 23:20:34,472 [INFO] offlline_simulations: 2025-11-14 05:08:00 | Window=2 | Trial=33 | tx_power_dbm=26.00 | obss_pd_dbm=-68.26 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-13 23:20:38,719 [INFO] offlline_simulations: 2025-11-14 05:08:51 | Window=2 | Trial=34 | tx_power_dbm=26.00 | obss_pd_dbm=-68.28 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.441 | Client_flags=0.000
2025-11-13 23:20:41,897 [INFO] offlline_simulations: 2025-11-14 05:09:30 | Window=2 | Trial=35 | tx_power_dbm=26.00 | obss_pd_dbm=-68.30 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-13 23:20:45,435 [INFO] offlline_simulations: 2025-11-14 05:10:12 | Window=2 | Trial=36 | tx_power_dbm=26.00 | obss_pd_dbm=-68.32 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-13 23:20:48,247 [INFO] offlline_simulations: 2025-11-14 05:10:46 | Window=2 | Trial=37 | tx_power_dbm=26.00 | obss_pd_dbm=-68.35 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-13 23:20:51,091 [INFO] offlline_simulations: 2025-11-14 05:11:20 | Window=2 | Trial=38 | tx_power_dbm=26.00 | obss_pd_dbm=-68.37 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-13 23:20:53,656 [INFO] offlline_simulations: 2025-11-14 05:11:51 | Window=2 | Trial=39 | tx_power_dbm=26.00 | obss_pd_dbm=-68.39 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-13 23:20:56,647 [INFO] offlline_simulations: 2025-11-14 05:12:27 | Window=2 | Trial=40 | tx_power_dbm=26.00 | obss_pd_dbm=-68.44 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-13 23:20:58,523 [INFO] offlline_simulations: 2025-11-14 05:12:49 | Window=2 | Trial=41 | tx_power_dbm=26.00 | obss_pd_dbm=-68.51 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-13 23:21:00,140 [INFO] offlline_simulations: 2025-11-14 05:13:08 | Window=2 | Trial=42 | tx_power_dbm=26.00 | obss_pd_dbm=-68.62 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-13 23:21:02,644 [INFO] offlline_simulations: 2025-11-14 05:13:38 | Window=2 | Trial=43 | tx_power_dbm=26.00 | obss_pd_dbm=-68.67 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.440 | Client_flags=0.000
2025-11-13 23:21:04,136 [INFO] offlline_simulations: 2025-11-14 05:13:56 | Window=2 | Trial=44 | tx_power_dbm=26.00 | obss_pd_dbm=-68.67 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.439 | Client_flags=0.000
2025-11-13 23:21:06,300 [INFO] offlline_simulations: 2025-11-14 05:14:22 | Window=2 | Trial=45 | tx_power_dbm=26.00 | obss_pd_dbm=-68.67 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.439 | Client_flags=0.000
2025-11-13 23:21:08,228 [INFO] offlline_simulations: 2025-11-14 05:14:46 | Window=2 | Trial=46 | tx_power_dbm=26.00 | obss_pd_dbm=-68.68 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.439 | Client_flags=0.000
2025-11-13 23:21:10,145 [INFO] offlline_simulations: 2025-11-14 05:15:09 | Window=2 | Trial=47 | tx_power_dbm=26.00 | obss_pd_dbm=-68.69 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.439 | Client_flags=0.000
2025-11-13 23:21:12,276 [INFO] offlline_simulations: 2025-11-14 05:15:34 | Window=2 | Trial=48 | tx_power_dbm=26.00 | obss_pd_dbm=-68.69 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.439 | Client_flags=0.000
2025-11-13 23:21:14,603 [INFO] offlline_simulations: 2025-11-14 05:16:02 | Window=2 | Trial=49 | tx_power_dbm=26.00 | obss_pd_dbm=-68.69 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.439 | Client_flags=0.000
2025-11-13 23:21:17,161 [INFO] offlline_simulations: 2025-11-14 05:16:33 | Window=2 | Trial=50 | tx_power_dbm=26.00 | obss_pd_dbm=-68.69 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.439 | Client_flags=0.000
2025-11-13 23:34:06,328 [INFO] offlline_simulations: 2025-11-14 07:50:23 | Window=3 | Trial=1 | tx_power_dbm=25.51 | obss_pd_dbm=-73.53 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=1.968 | Client_flags=0.000
2025-11-13 23:34:06,755 [INFO] offlline_simulations: 2025-11-14 07:50:28 | Window=3 | Trial=2 | tx_power_dbm=21.25 | obss_pd_dbm=-86.52 | ch_width=40 | Throughput_p50=128.273 | Retry_p95=99.900 | Client_flags=0.280
2025-11-13 23:34:07,159 [INFO] offlline_simulations: 2025-11-14 07:50:33 | Window=3 | Trial=3 | tx_power_dbm=29.92 | obss_pd_dbm=-91.51 | ch_width=40 | Throughput_p50=124.476 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:07,535 [INFO] offlline_simulations: 2025-11-14 07:50:37 | Window=3 | Trial=4 | tx_power_dbm=20.62 | obss_pd_dbm=-92.39 | ch_width=20 | Throughput_p50=69.527 | Retry_p95=99.900 | Client_flags=0.360
2025-11-13 23:34:07,924 [INFO] offlline_simulations: 2025-11-14 07:50:42 | Window=3 | Trial=5 | tx_power_dbm=20.01 | obss_pd_dbm=-93.04 | ch_width=40 | Throughput_p50=64.888 | Retry_p95=99.900 | Client_flags=0.360
2025-11-13 23:34:08,305 [INFO] offlline_simulations: 2025-11-14 07:50:46 | Window=3 | Trial=6 | tx_power_dbm=17.06 | obss_pd_dbm=-86.58 | ch_width=40 | Throughput_p50=25.938 | Retry_p95=99.900 | Client_flags=0.640
2025-11-13 23:34:08,657 [INFO] offlline_simulations: 2025-11-14 07:50:51 | Window=3 | Trial=7 | tx_power_dbm=20.43 | obss_pd_dbm=-72.92 | ch_width=40 | Throughput_p50=80.887 | Retry_p95=99.900 | Client_flags=0.200
2025-11-13 23:34:09,062 [INFO] offlline_simulations: 2025-11-14 07:50:56 | Window=3 | Trial=8 | tx_power_dbm=28.79 | obss_pd_dbm=-65.47 | ch_width=20 | Throughput_p50=97.383 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:09,432 [INFO] offlline_simulations: 2025-11-14 07:51:00 | Window=3 | Trial=9 | tx_power_dbm=25.80 | obss_pd_dbm=-68.00 | ch_width=20 | Throughput_p50=129.830 | Retry_p95=0.814 | Client_flags=0.000
2025-11-13 23:34:09,837 [INFO] offlline_simulations: 2025-11-14 07:51:05 | Window=3 | Trial=10 | tx_power_dbm=22.08 | obss_pd_dbm=-88.17 | ch_width=40 | Throughput_p50=88.292 | Retry_p95=99.900 | Client_flags=0.200
2025-11-13 23:34:11,782 [INFO] offlline_simulations: 2025-11-14 07:51:28 | Window=3 | Trial=11 | tx_power_dbm=25.78 | obss_pd_dbm=-76.90 | ch_width=40 | Throughput_p50=99.111 | Retry_p95=1.097 | Client_flags=0.040
2025-11-13 23:34:13,016 [INFO] offlline_simulations: 2025-11-14 07:51:43 | Window=3 | Trial=12 | tx_power_dbm=25.55 | obss_pd_dbm=-71.43 | ch_width=40 | Throughput_p50=131.568 | Retry_p95=1.734 | Client_flags=0.000
2025-11-13 23:34:14,752 [INFO] offlline_simulations: 2025-11-14 07:52:04 | Window=3 | Trial=13 | tx_power_dbm=25.79 | obss_pd_dbm=-73.44 | ch_width=20 | Throughput_p50=140.649 | Retry_p95=0.851 | Client_flags=0.000
2025-11-13 23:34:16,290 [INFO] offlline_simulations: 2025-11-14 07:52:22 | Window=3 | Trial=14 | tx_power_dbm=25.97 | obss_pd_dbm=-73.82 | ch_width=40 | Throughput_p50=162.288 | Retry_p95=0.488 | Client_flags=0.000
2025-11-13 23:34:17,676 [INFO] offlline_simulations: 2025-11-14 07:52:39 | Window=3 | Trial=15 | tx_power_dbm=25.75 | obss_pd_dbm=-95.00 | ch_width=20 | Throughput_p50=112.957 | Retry_p95=1.211 | Client_flags=0.040
2025-11-13 23:34:19,134 [INFO] offlline_simulations: 2025-11-14 07:52:56 | Window=3 | Trial=16 | tx_power_dbm=25.18 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=145.414 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:20,564 [INFO] offlline_simulations: 2025-11-14 07:53:14 | Window=3 | Trial=17 | tx_power_dbm=25.88 | obss_pd_dbm=-95.00 | ch_width=40 | Throughput_p50=111.668 | Retry_p95=0.830 | Client_flags=0.040
2025-11-13 23:34:21,800 [INFO] offlline_simulations: 2025-11-14 07:53:28 | Window=3 | Trial=18 | tx_power_dbm=24.46 | obss_pd_dbm=-62.00 | ch_width=20 | Throughput_p50=128.541 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:23,518 [INFO] offlline_simulations: 2025-11-14 07:53:49 | Window=3 | Trial=19 | tx_power_dbm=25.97 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=128.541 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:24,597 [INFO] offlline_simulations: 2025-11-14 07:54:02 | Window=3 | Trial=20 | tx_power_dbm=24.30 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:25,922 [INFO] offlline_simulations: 2025-11-14 07:54:18 | Window=3 | Trial=21 | tx_power_dbm=24.06 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:27,187 [INFO] offlline_simulations: 2025-11-14 07:54:33 | Window=3 | Trial=22 | tx_power_dbm=23.73 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:28,560 [INFO] offlline_simulations: 2025-11-14 07:54:49 | Window=3 | Trial=23 | tx_power_dbm=23.48 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:29,793 [INFO] offlline_simulations: 2025-11-14 07:55:04 | Window=3 | Trial=24 | tx_power_dbm=23.05 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:30,897 [INFO] offlline_simulations: 2025-11-14 07:55:18 | Window=3 | Trial=25 | tx_power_dbm=23.02 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:31,960 [INFO] offlline_simulations: 2025-11-14 07:55:30 | Window=3 | Trial=26 | tx_power_dbm=23.01 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:33,038 [INFO] offlline_simulations: 2025-11-14 07:55:43 | Window=3 | Trial=27 | tx_power_dbm=23.01 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:34,051 [INFO] offlline_simulations: 2025-11-14 07:55:55 | Window=3 | Trial=28 | tx_power_dbm=23.01 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:35,224 [INFO] offlline_simulations: 2025-11-14 07:56:09 | Window=3 | Trial=29 | tx_power_dbm=23.01 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:36,409 [INFO] offlline_simulations: 2025-11-14 07:56:24 | Window=3 | Trial=30 | tx_power_dbm=23.01 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:37,519 [INFO] offlline_simulations: 2025-11-14 07:56:37 | Window=3 | Trial=31 | tx_power_dbm=23.01 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:38,658 [INFO] offlline_simulations: 2025-11-14 07:56:51 | Window=3 | Trial=32 | tx_power_dbm=23.01 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:40,014 [INFO] offlline_simulations: 2025-11-14 07:57:07 | Window=3 | Trial=33 | tx_power_dbm=23.02 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:41,317 [INFO] offlline_simulations: 2025-11-14 07:57:23 | Window=3 | Trial=34 | tx_power_dbm=23.02 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:42,536 [INFO] offlline_simulations: 2025-11-14 07:57:37 | Window=3 | Trial=35 | tx_power_dbm=23.01 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:43,781 [INFO] offlline_simulations: 2025-11-14 07:57:52 | Window=3 | Trial=36 | tx_power_dbm=23.01 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:45,018 [INFO] offlline_simulations: 2025-11-14 07:58:07 | Window=3 | Trial=37 | tx_power_dbm=23.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:46,580 [INFO] offlline_simulations: 2025-11-14 07:58:26 | Window=3 | Trial=38 | tx_power_dbm=25.07 | obss_pd_dbm=-74.14 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=6.476 | Client_flags=0.000
2025-11-13 23:34:48,205 [INFO] offlline_simulations: 2025-11-14 07:58:45 | Window=3 | Trial=39 | tx_power_dbm=22.09 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:49,524 [INFO] offlline_simulations: 2025-11-14 07:59:01 | Window=3 | Trial=40 | tx_power_dbm=20.85 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:51,066 [INFO] offlline_simulations: 2025-11-14 07:59:20 | Window=3 | Trial=41 | tx_power_dbm=19.61 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:52,313 [INFO] offlline_simulations: 2025-11-14 07:59:35 | Window=3 | Trial=42 | tx_power_dbm=18.31 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:53,369 [INFO] offlline_simulations: 2025-11-14 07:59:47 | Window=3 | Trial=43 | tx_power_dbm=17.00 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:54,816 [INFO] offlline_simulations: 2025-11-14 08:00:05 | Window=3 | Trial=44 | tx_power_dbm=21.47 | obss_pd_dbm=-62.00 | ch_width=20 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:56,100 [INFO] offlline_simulations: 2025-11-14 08:00:20 | Window=3 | Trial=45 | tx_power_dbm=17.65 | obss_pd_dbm=-62.00 | ch_width=20 | Throughput_p50=129.830 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:57,388 [INFO] offlline_simulations: 2025-11-14 08:00:35 | Window=3 | Trial=46 | tx_power_dbm=18.91 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=129.830 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:34:58,900 [INFO] offlline_simulations: 2025-11-14 08:00:54 | Window=3 | Trial=47 | tx_power_dbm=20.11 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:35:00,211 [INFO] offlline_simulations: 2025-11-14 08:01:09 | Window=3 | Trial=48 | tx_power_dbm=17.83 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:35:01,479 [INFO] offlline_simulations: 2025-11-14 08:01:25 | Window=3 | Trial=49 | tx_power_dbm=21.31 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=194.745 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:35:02,785 [INFO] offlline_simulations: 2025-11-14 08:01:40 | Window=3 | Trial=50 | tx_power_dbm=23.01 | obss_pd_dbm=-62.55 | ch_width=20 | Throughput_p50=162.288 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:31,588 [INFO] offlline_simulations: 2025-11-14 10:55:26 | Window=4 | Trial=1 | tx_power_dbm=20.01 | obss_pd_dbm=-88.35 | ch_width=20 | Throughput_p50=25.479 | Retry_p95=99.900 | Client_flags=0.360
2025-11-13 23:49:31,867 [INFO] offlline_simulations: 2025-11-14 10:55:29 | Window=4 | Trial=2 | tx_power_dbm=26.95 | obss_pd_dbm=-83.79 | ch_width=20 | Throughput_p50=38.723 | Retry_p95=0.100 | Client_flags=0.040
2025-11-13 23:49:32,129 [INFO] offlline_simulations: 2025-11-14 10:55:32 | Window=4 | Trial=3 | tx_power_dbm=28.57 | obss_pd_dbm=-82.97 | ch_width=40 | Throughput_p50=64.777 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:32,436 [INFO] offlline_simulations: 2025-11-14 10:55:36 | Window=4 | Trial=4 | tx_power_dbm=29.58 | obss_pd_dbm=-70.35 | ch_width=40 | Throughput_p50=121.199 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:32,735 [INFO] offlline_simulations: 2025-11-14 10:55:40 | Window=4 | Trial=5 | tx_power_dbm=19.22 | obss_pd_dbm=-78.37 | ch_width=40 | Throughput_p50=135.045 | Retry_p95=99.900 | Client_flags=0.400
2025-11-13 23:49:33,072 [INFO] offlline_simulations: 2025-11-14 10:55:44 | Window=4 | Trial=6 | tx_power_dbm=22.29 | obss_pd_dbm=-93.60 | ch_width=20 | Throughput_p50=107.772 | Retry_p95=99.900 | Client_flags=0.200
2025-11-13 23:49:33,395 [INFO] offlline_simulations: 2025-11-14 10:55:48 | Window=4 | Trial=7 | tx_power_dbm=19.76 | obss_pd_dbm=-67.72 | ch_width=20 | Throughput_p50=75.315 | Retry_p95=99.900 | Client_flags=0.160
2025-11-13 23:49:33,695 [INFO] offlline_simulations: 2025-11-14 10:55:51 | Window=4 | Trial=8 | tx_power_dbm=20.40 | obss_pd_dbm=-68.85 | ch_width=20 | Throughput_p50=76.603 | Retry_p95=99.900 | Client_flags=0.160
2025-11-13 23:49:33,933 [INFO] offlline_simulations: 2025-11-14 10:55:54 | Window=4 | Trial=9 | tx_power_dbm=25.39 | obss_pd_dbm=-92.37 | ch_width=40 | Throughput_p50=96.084 | Retry_p95=3.398 | Client_flags=0.040
2025-11-13 23:49:34,180 [INFO] offlline_simulations: 2025-11-14 10:55:57 | Window=4 | Trial=10 | tx_power_dbm=22.69 | obss_pd_dbm=-67.27 | ch_width=40 | Throughput_p50=128.541 | Retry_p95=99.900 | Client_flags=0.080
2025-11-13 23:49:35,120 [INFO] offlline_simulations: 2025-11-14 10:56:08 | Window=4 | Trial=11 | tx_power_dbm=25.53 | obss_pd_dbm=-95.00 | ch_width=40 | Throughput_p50=127.253 | Retry_p95=2.295 | Client_flags=0.040
2025-11-13 23:49:35,986 [INFO] offlline_simulations: 2025-11-14 10:56:19 | Window=4 | Trial=12 | tx_power_dbm=25.58 | obss_pd_dbm=-75.35 | ch_width=40 | Throughput_p50=160.999 | Retry_p95=2.033 | Client_flags=0.040
2025-11-13 23:49:37,008 [INFO] offlline_simulations: 2025-11-14 10:56:31 | Window=4 | Trial=13 | tx_power_dbm=25.76 | obss_pd_dbm=-62.00 | ch_width=40 | Throughput_p50=160.999 | Retry_p95=0.100 | Client_flags=0.000
2025-11-13 23:49:38,410 [INFO] offlline_simulations: 2025-11-14 10:56:48 | Window=4 | Trial=14 | tx_power_dbm=25.95 | obss_pd_dbm=-76.20 | ch_width=40 | Throughput_p50=173.107 | Retry_p95=0.665 | Client_flags=0.040
